Species Name,Stats,Basic Information,Evolutions,Size,Breeding Information,Diet,Habitat,Capabilities,Skills,Level Up Moves,TM/HM Moves,Tutor Moves
CUBCHOO,"HP:   6
Attack:  7
Defense:  4
Special Attack: 6
Special Defense: 4
Speed:   4
","[T: Ice]
[BA: Snow Cloak, Cute Charm]
[AA: Deep Sleep, Thick Fat]
[HA: Rattled   ]","1: Cubchoo  
2: Beartic Minimum 35   
","Height: 1’ 8”
Weight: 18.7 lbs.","Gender Ratio: 50%
Egg Group: Field
Average Hatch Rate: 10 Days   
",Omnivore,"Cave
Taiga
Tundra","Overland 4
Swim 3
Jump 1/1
Power 2
Freezer
Chilled
Naturewalk (Tundra)
Underdog","Athl 2d6
Acro 2d6+1
Combat 2d6
Stealth 3d6+1
Percep 2d6
Focus 2d6"," 1  Powder Snow - Ice
 5  Growl - Normal
 9  Bide - Normal
 13  Icy Wind - Ice
 15  Play Nice - Normal
 17  Fury Swipes - Normal
 21  Brine - Water
 25  Endure - Normal
 29  Charm - Fairy
 33  Slash - Normal
 36  Flail - Normal
 41  Rest - Psychic
 45  Blizzard - Ice
 49  Hail - Ice
 53  Thrash - Normal
 57  Sheer Cold - Ice"," A1 Cut, A3 Surf, A4 Strength, 01 Hone 
Claws, 06 Toxic, 07 Hail, 10 Hidden Power, 13 Ice Beam, 14 Blizzard, 17 Protect, 18 Rain Dance, 21 Frustration, 27 Return, 28 Dig, 32 Double Team, 39 Rock Tomb, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 48 Round, 49 Echoed Voice, 56 Fling, 65 Shadow Claw, 79 Frost Breath, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 98 Power-Up Punch, 100 Confide 
Egg Move List
 Assurance, Avalanche, Encore, Focus Punch, 
Ice Punch, Night Slash, Play Rough, Sleep Talk, Y awn 
"," 
 Covet, Ice Punch, Icy Wind, Low Kick, Sleep 
Talk, Snore, Superpower
"
BEARTIC,"HP:   10
Attack:  11
Defense:  8
Special Attack: 7
Special Defense: 8
Speed:   5
","[T: Ice]
[BA: Snow Cloak, Frighten]
[AA: Deep Sleep, Thick Fat]
[HA: Swift Swim   ]","1: Cubchoo   
2: Beartic Minimum 35     
","Height: 8’ 6”
Weight: 573.2 lbs.","Gender Ratio: 50%
Egg Group: Field

",Omnivore,"Cave
Taiga
Tundra","
Overland 6
Swim 4
Jump 1/2
Power 7
Freezer

Chilled
Naturewalk (Tundra)","Athl 4d6+1
Acro 2d6
Combat 4d6
Stealth 2d6
Per -
cep 2d6
Focus 3d6"," 5  Growl - Normal
 9  Play Nice - Normal
 13  Icy Wind - Ice
 17  Fury Swipes - Normal
 21  Brine - Water
 25  Endure - Normal
 29  Swagger - Normal
 33  Slash - Normal
 36  Flail - Normal
 37  Icicle Crash - Ice
 41  Rest - Psychic
 45  Blizzard - Ice
 53  Hail - Ice
 59  Thrash - Normal
 66  Sheer Cold - Ice"," 
 A1 Cut, A3 Surf, A4 Strength, A6 Dive, 01 
Hone Claws, 05 Roar, 06 Toxic, 07 Hail, 08 Bulk Up, 10 Hidden Power, 12 Taunt, 13 Ice Beam, 14 Blizzard, 
15 Hyper Beam, 17 Protect, 18 Rain Dance, 21 Frus-
tration, 27 Return, 28 Dig, 31 Brick Break, 32 Double 
Team, 39 Rock Tomb, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 48 Round, 49 Echoed Voice, 52 Fo-cus Blast, 56 Fling, 65 Shadow Claw, 68 Giga Impact, 
71 Stone Edge, 75 Swords Dance, 78 Bulldoze, 79 
Frost Breath, 80 Rock Slide, 86 Grass Knot, 87 Swag-
ger, 88 Sleep Talk, 90 Substitute, 94 Rock Smash, 98 Power-Up Punch, 100 Confide 
"," 
 Aqua Jet, Covet, Ice Punch, Icy Wind, Low 
Kick, Sleep Talk, Snore, Superpower(N), Thrash (N)
"
BERGMITE,"HP:   6
Attack:  7
Defense:  9
Special Attack: 3
Special Defense: 4
Speed:   3
","[T: Ice]
[BA: Sturdy, Winter’s Kiss]
[AA: Ice Body, Own Tempo]
[HA: Permafrost   ]","1: Bergmite  
2: Avalugg Minimum 35   
","Height: 3’ 03”
Weight: 219.4 lbs.","Gender Ratio: 50%
Egg Group: Monster
Average Hatch Rate: 10 Days
  
",Terravore,"Arctic
Mountain
Tundra","Overland 4
Swim 2
Jump 1/1
Power 3
Freezer
Naturewalk (Tundra)
Underdog","
Athl 3d6+1
Acro 1d6
Combat 2d6
Stealth 3d6+1
Percep 2d6
Focus 3d6"," 1  Tackle - Normal
 1  Bite - Dark
 1  Harden - Normal
 5  Powder Snow - Ice
 10  Icy Wind - Ice
 15  Take Down - Normal
 20  Sharpen - Normal
 22  Curse - Ghost
 26  Ice Fang - Ice
 30  Ice Ball - Ice
 35  Rapid Spin - Normal
 39  Avalanche - Ice
 43  Blizzard - Ice
 47  Recover - Normal
 49  Double-Edge - Normal"," A3 Surf, A4 Strength, 06 Toxic, 07 Hail, 10 Hidden Power, 13 Ice Beam, 14 Blizzard, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 27 Return, 32 Double Team, 39 Rock Tomb, 42 Facade, 44 Rest, 45 Attract, 48 Round, 69 Rock Polish, 70 Flash, 71 Stone Edge, 74 Gyro Ball, 79 Frost Breath, 80 Rock Slide, 87 Swagger, 88 Sleep Talk, 90 Substitute, 91 Flash Cannon, 94 Rock Smash, 100 Confide
Egg Move List
Barrier, Mirror Coat, Mist, Recover
"," 
After Y ou, Icy Wind, Iron Defense, Snore, Water Pulse
"
AVALUGG,"HP:   10
Attack:  12
Defense:  18
Special Attack: 4
Special Defense: 5
Speed:   3
","[T: Ice]
[BA: Sturdy, Winter’s Kiss]
[AA: Ice Body, Own Tempo]
[HA: Permafrost   ]","1: Bergmite  
2: Avalugg Minimum 35   
","Height: 6’ 07”
Weight: 1113.3 lbs.","Gender Ratio: 50%
Egg Group: Monster
Average Hatch Rate: 10 Days
  
",Terravore,"Arctic
Mountain
Tundra","Overland 6
Swim 3
Jump 0/1
Power 8
Freezer
Naturewalk (Tundra)
Mountable 3","
Athl 6d6+2
Acro 1d6
Combat 4d6
Stealth 3d6+1
Percep 3d6
Focus 4d6"," 1  Tackle - Normal
 1  Bite - Dark
 1  Harden - Normal
 5  Powder Snow - Ice
 10  Icy Wind - Ice
 15  Take Down - Normal
 20  Sharpen - Normal
 22  Curse - Ghost
 26  Ice Fang - Ice
 30  Ice Ball - Ice
 35  Rapid Spin - Normal
 42  Avalanche - Ice
 46  Blizzard - Ice
 51  Recover - Normal
 56  Double-Edge - Normal
 60  Skull Bash - Normal
 65  Crunch - Dark"," A3 Surf, A4 Strength, 06 Toxic, 07 Hail, 10 Hidden Power, 13 Ice Beam, 14 Blizzard, 15 Hyper Beam, 17 Protect, 18 Rain Dance, 20 Safeguard, 21 Frustration, 26 Earthquake, 27 Return, 32 Double Team, 39 Rock Tomb, 42 Facade, 44 Rest, 45 Attract, 48 Round, 68 Giga Impact, 69 Rock Polish, 70 Flash, 71 Stone Edge, 74 Gyro Ball, 78 Bulldoze, 79 Frost Breath, 80 Rock Slide, 87 Swagger, 88 Sleep Talk, 90 Substitute, 91 Flash Cannon, 94 Rock Smash, 100 Confide
"," 
After Y ou, Block, Crunch (N), Icy Wind, Iron De-fense (N), Iron Head, Skull Bash (N), Snore, Super -
power, Water Pulse
"
VOLTORB,"HP:   4
Attack:  3
Defense:  5
Special Attack: 6
Special Defense: 6
Speed:   10
","[T: Electric]
[BA: Static, Soundproof]
[AA: Speed Boost, Minus ]
[HA: Aftermath   ]","1: Voltorb   
2: Electrode Minimum 30     
","Height: 1’ 8”
Weight: 22.9 lbs.","Gender Ratio: No Gender
  Egg Group :
Egg Group: Mineral

Average Hatch Rate: 10 Days
 
  
",Ergovore,Urban,"
Overland 6
Swim 3
Jump 1/1
Power 2
Shrinkable

Volatile Bomb
Underdog
Zapper","
Athl 3d6+1
Acro 2d6+1
Combat 1d6
Stealth 3d6+2

Percep 2d6
Focus 2d6+1"," 1  Charge - Electric
 1  Tackle - Normal
 4  Sonic Boom - Normal
 6  Eerie Impulse - Electric
 9  Spark - Electric
 11  Rollout - Rock
 13  Screech - Normal
 16  Charge Beam - Electric
 20  Swift - Normal
 22  Electro Ball - Electric
 26  Self-Destruct - Normal
 29  Light Screen - Psychic
 34  Magnet Rise - Electric
 37  Discharge - Electric
 41  Explosion - Normal
 46  Gyro Ball - Steel
 48  Mirror Coat - Psychic"," 
 06 Toxic, 10 Hidden Power, 12 Taunt, 16 
Light Screen, 17 Protect, 18 Rain Dance, 21 Frustra-tion, 24 Thunderbolt, 25 Thunder, 27 Return, 32 
Double Team, 41 Torment, 42 Facade, 44 Rest, 46 
Thief, 48 Round, 57 Charge Beam, 64 Explosion, 70 
Flash, 72 Volt Switch, 73 Thunder Wave, 74 Gyro Ball, 87 Swagger, 88 Sleep Talk, 90 Substitute, 93 Wild Charge  
","
  Foul Play, Magic Coat, Magnet Rise, Role 
Play, Rollout, Shock Wave, Signal Beam, Sleep Talk, 
Snore, Sucker Punch, Swift 
"
ELECTRODE,"HP:   6
Attack:  5
Defense:  7
Special Attack: 8
Special Defense: 8
Speed:   14
","[T: Electric]
[BA: Static, Soundproof]
[AA: Speed Boost, Plus ]
[HA: Aftermath   ]","1: Voltorb  
2: Electrode Minimum 30   
","Height: 3’ 11”
Weight: 146.8 lbs.","Gender Ratio: No Gender  Egg Group :
Egg Group: Mineral
",Ergovore,Urban,"Overland 8
Swim 3
Jump 1/1
Power 4
Shrinkable
Volatile Bomb
Zapper","Athl 4d6+1
Acro 3d6+1
Combat 1d6
Stealth 4d6+2
Percep 3d6
Focus 3d6+1"," 4  Sonic Boom - Normal
 6  Eerie Impulse - Electric
 9  Spark - Electric
 11  Rollout - Rock
 13  Screech - Normal
 16  Charge Beam - Electric
 20  Swift - Normal
 22  Electro Ball - Electric
 26  Self-Destruct - Normal
 29  Light Screen - Psychic
 36  Magnet Rise - Electric
 41  Discharge - Electric
 47  Explosion - Normal
 54  Gyro Ball - Steel
 58  Mirror Coat - Psychic","  06 Toxic, 10 Hidden Power, 12 Taunt, 15 
Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Return, 32 Double Team, 41 Torment, 42 Facade, 44 Rest, 46 Thief, 48 Round, 57 Charge Beam, 64 Explosion, 68 Giga Impact, 70 Flash, 72 Volt Switch, 73 Thunder Wave, 74 Gyro Ball, 87 Swagger, 88 Sleep Talk, 90 Substitute, 93 Wild Charge  
"," Foul Play, Magic Coat, Magnet Rise, Magnet-
ic Flux (N), Role Play, Rollout, Shock Wave, Signal Beam, Sleep Talk, Snore, Sucker Punch, Swift 
"
ELECTRIKE,"HP:   4
Attack:  5
Defense:  4
Special Attack: 7
Special Defense: 4
Speed:   7
","[T: Electric]
[BA: Electrodash, Lightning]
[AA: Sprint, Static ]
[HA: Minus   ]","1: Electrike  
2: Manectric Minimum 25   
","Height: 2’ 0”
Weight: 33.5 lbs.","Gender Ratio: 50%
Egg Group: Field
Average Hatch Rate: 10 Days   
",Carnivore,"Forest
Grassland
Urban","Overland 5
Swim 3
Jump 1/2
Power 2
Tracker
Naturewalk (Grassland)
Underdog
Zapper","
Athl 3d6+2
Acro 2d6+1
Combat 2d6
Stealth 3d6+1
Percep 3d6+1
Focus 2d6"," 1  Tackle - Normal
 1  Thunder Wave - Electric
 4  Leer - Normal
 7  Howl - Normal
 10  Quick Attack - Normal
 13  Spark - Electric
 16  Odor Sleuth - Normal
 19  Thunder Fang - Electric
 24  Bite - Dark
 29  Discharge - Electric
 34  Roar - Normal
 39  Wild Charge - Electric
 44  Charge - Electric
 49  Thunder - Electric","  A4 Strength, 05 Roar, 06 Toxic, 10 Hidden 
Power, 16 Light Screen, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Re-turn, 32 Double Team, 35 Flamethrower, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 57 Charge Beam, 70 Flash, 72 Volt Switch, 73 Thunder Wave, 87 Swagger, 88 Sleep Talk, 90 Substitute, 93 Wild Charge, 95 Snarl  
Egg Move List
 Crunch, Curse, Discharge, Eerie Impulse, 
Electro Ball, Fire Fang, Headbutt, Ice Fang, Shock Wave, Swift, Switcheroo, Thunder Fang, Uproar   ","  Body Slam, Double-Edge, Iron Tail, Magnet 
Rise, Mud-Slap, Signal Beam, Sleep Talk, Snore, Swift, Uproar
"
MANECTRIC,"HP:   7
Attack:  8
Defense:  6
Special Attack: 11
Special Defense: 6
Speed:   11
","[T: Electric]
[BA: Electrodash, Lightning]
[AA: Sprint, Static ]
[HA: Minus   ]","1: Electrike  
2: Manectric Minimum 25   
","Height: 4’ 11”
Weight: 88.6 lbs.","Gender Ratio: 50%
Egg Group: Field
",Carnivore,"Forest
Grassland","Overland 6
Swim 3
Jump 2/3
Power 4
Tracker
Naturewalk (Grassland)
Zapper","
Athl 5d6+2
Acro 3d6+1
Combat 3d6+2
Stealth 4d6+1
Percep 4d6+1
Focus 3d6"," 4  Leer - Normal
 7  Howl - Normal
 10  Quick Attack - Normal
 13  Spark - Electric
 16  Odor Sleuth - Normal
 19  Thunder Fang - Electric
 24  Bite - Dark
 30  Discharge - Electric
 36  Roar - Normal
 42  Wild Charge - Electric
 48  Charge - Electric
 54  Thunder - Electric
 60  Electric Terrain - Electric","  A4 Strength, 05 Roar, 06 Toxic, 10 Hidden 
Power, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Return, 32 Double Team, 35 Flame-thrower, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 50 Overheat, 57 Charge Beam, 68 Giga Im-pact, 70 Flash, 72 Volt Switch, 73 Thunder Wave, 73 Thunder Wave, 87 Swagger, 88 Sleep Talk, 90 Substi-tute, 93 Wild Charge, 95 Snarl 
","
 Body Slam, Double-Edge, Electric Terrain 
(N), Fire Fang(N), Iron Tail, Magnet Rise, Mud-Slap, Shock Wave, Signal Beam, Sleep Talk, Snore, Swift, Uproar
"
BLITZLE,"HP:   5
Attack:  6
Defense:  3
Special Attack: 5
Special Defense: 3
Speed:   8
","[T: Electric]
[BA: Lightning Rod, Motor Drive]
[AA: Sprint, Thunder Boost]
[HA: Sap Sipper   ]","1: Blitzle  
2: Zebstrika Minimum 25   
","Height: 2’ 07”
Weight: 65.7 lbs.","Gender Ratio: 50%
Egg Group: Field
Average Hatch Rate: 10 Days   
",Herbivore,Grassland,"Overland 6
Swim 3
Jump 1/2
Power 4
Zapper
Naturewalk (Grassland)
Glow
Underdog","
Athl 4d6+3
Acro 3d6+1
Combat 2d6
Stealth 2d6
Percep 2d6
Focus 2d6"," 1  Quick Attack - Normal
 4  Tail Whip - Normal
 8  Charge - Electric
 11  Shock Wave - Electric
 15  Thunder Wave - Electric
 18  Flame Charge - Fire
 22  Pursuit - Dark
 25  Spark - Electric
 29  Stomp - Normal
 32  Discharge - Electric
 36  Agility - Psychic
 39  Wild Charge - Electric
 43  Thrash - Normal"," 06 Toxic, 10 Hidden Power, 16 Light Screen, 
17 Protect, 18 Rain Dance, 21 Frustration, 24 Thun-derbolt, 25 Thunder, 27 Return, 32 Double Team, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 48 Round, 57 Charge Beam, 70 Flash, 72 Volt Switch, 73 Thunder Wave, 87 Swagger, 88 Sleep Talk, 90 Substi-tute, 93 Wild Charge  
Egg Move List
 Double Kick, Double-Edge, Endure, Me First, 
Rage, Sand Attack, Screech, Shock Wave, Snatch, Take Down 
"," 
 Bounce, Magnet Rise, Signal Beam, Sleep 
Talk, Snore
"
ZEBSTRIKA,"HP:   8
Attack:  10
Defense:  6
Special Attack: 8
Special Defense: 6
Speed:   12
","[T: Electric]
[BA: Lightning Rod, Motor Drive]
[AA: Sprint , Thunder Boost]
[HA: Sap Sipper   ]","1: Blitzle   
2: Zebstrika Minimum 25     
","Height: 5’ 3”
Weight: 175.3 lbs.","Gender Ratio: 50%
Egg Group: Field

",Herbivore,Grassland,"
Overland 8
Swim 4
Jump 1/2
Power 7
Zapper

Naturewalk (Grassland)
Glow
Mountable 1","
Athl 6d6+3
Acro 4d6+2
Combat 3d6+2
Stealth 3d6

Percep 3d6
Focus 3d6"," 4  Tail Whip - Normal
 8  Charge - Electric
 11  Shock Wave - Electric
 15  Thunder Wave - Electric
 18  Flame Charge - Fire
 22  Pursuit - Dark
 25  Spark - Electric
 31  Stomp - Normal
 36  Discharge - Electric
 42  Agility - Psychic
 47  Wild Charge - Electric
 53  Thrash - Normal
 58  Ion Deluge - Electric","  06 Toxic, 10 Hidden Power, 15 Hyper Beam, 
16 Light Screen, 17 Protect, 18 Rain Dance, 21 Frus-
tration, 24 Thunderbolt, 25 Thunder, 27 Return, 32 
Double Team, 42 Facade, 43 Flame Charge, 44 Rest, 45 Attract, 48 Round, 50 Overheat, 57 Charge Beam, 68 Giga Impact, 70 Flash, 72 Volt Switch, 73 Thunder 
Wave, 87 Swagger, 88 Sleep Talk, 90 Substitute, 93 
Wild Charge, 94 Rock Smash
"," 
 Bounce, Ion Deluge (N), Magnet Rise, Signal 
Beam, Sleep Talk, Snore
"
HELIOPTILE,"HP:   4
Attack:  4
Defense:  3
Special Attack: 6
Special Defense: 4
Speed:   7
","[T: Electric, Normal]
[BA: Electrodash]
[AA: Dry Skin, Sand Veil, Solar Power]
[HA: Sunglow   ]","1: Helioptile  
2: Heliolisk Sun Stone Minimum 20   
","Height: 1’ 08”
Weight: 13.2 lbs.","Gender Ratio: 50%
Egg Group: Monster
Average Hatch Rate: 10 Days
  
",Phototroph,"Desert
Mountain","Overland 5
Swim 3
Jump 1/1
Power 1
Zapper
Naturewalk (Desert)
Underdog","
Athl 3d6
Acro 3d6+1
Combat 2d6
Stealth 3d6
Per -
cep 2d6
Focus 2d6"," 1  Pound - Normal
 1  Tail Whip - Normal
 6  Thunder Shock - Electric
 11  Charge - Electric
 13  Mud-Slap - Ground
 17  Quick Attack - Normal
 22  Razor Wind - Normal
 25  Parabolic Charge - Electric
 31  Thunder Wave - Electric
 35  Bulldoze - Electric
 40  Volt Switch - Electric
 45  Electrify - Electric
 49  Thunderbolt - Electric"," A1 Cut, A3 Surf, 06 Toxic, 10 Hidden Power, 16 Light Screen, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thunder, 27 Return, 28 Dig, 32 Double Team, 37 Reflect, 39 Rock Tomb, 42 Facade, 44 Rest, 45 Attract, 47 Low Sweep, 48 Round, 57 Charge Beam, 70 Flash, 72 Volt Switch, 73 Thunder Wave, 77 Psych Up, 78 Bulldoze, 80 Rock Slide, 82 Dragon Tail, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 93 Wild Charge, 97 Dark Pulse, 100 Confide
Egg Move List
Agility, Camouflage, Electric Terrain, Glare
"," 
Electroweb , Iron Tail, Magnet Rise, Shock Wave, 
Signal Beam, Snore
"
HELIOLISK,"HP:   6
Attack:  6
Defense:  5
Special Attack: 11
Special Defense: 9
Speed:   11
","[T: Electric, Normal]
[BA: Electrodash]
[AA: Dry Skin, Sand Veil, Solar Power]
[HA: Sunglow   ]","1: Helioptile  
2: Heliolisk Sun Stone Minimum 20   
","Height: 3’ 03”
Weight: 46.3 lbs.","Gender Ratio: 50%
Egg Group: Monster
",Phototroph,"Desert
Mountain","Overland 8
Swim 4
Jump 2/2
Power 3
Naturewalk (Desert)
Zapper","
Athl 4d6
Acro 5d6+1
Combat 3d6
Stealth 3d6
Per -
cep 3d6
Focus 3d6"," 1  Pound - Normal
 1  Tail Whip - Normal
 6  Thunder Shock - Electric
 11  Charge - Electric
 13  Mud-Slap - Ground
 17  Quick Attack - Normal
 22  Razor Wind - Normal
 25  Parabolic Charge - Electric
 31  Thunder Wave - Electric
 35  Bulldoze - Electric
 40  Volt Switch - Electric
 45  Electrify - Electric
 49  Thunderbolt - Electric"," A1 Cut, A3 Surf, 06 Toxic, 10 Hidden Power, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 21 Frustration, 24 Thunderbolt, 25 Thun-der, 27 Return, 28 Dig, 32 Double Team, 37 Reflect, 39 Rock Tomb, 42 Facade, 44 Rest, 45 Attract, 47 Low Sweep, 48 Round, 52 Focus Blast, 57 Charge Beam, 68 Giga Impact, 70 Flash, 72 Volt Switch, 73 Thunder Wave, 77 Psych Up, 78 Bulldoze, 80 Rock Slide, 82 Dragon Tail, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 93 Wild Charge, 97 Dark Pulse, 100 Confide
"," 
Dragon Pulse, Eerie Impulse (N), Electroweb , Fire-
Punch, Hyper Voice , Iron Tail, Low Kick, Magnet 
Rise, Shock Wave, Signal Beam, Snore , Thunder 
(N), Thunder Punch
"
NATU,"HP:   4
Attack:  5
Defense:  5
Special Attack: 7
Special Defense: 5
Speed:   7
","[T: Psychic, Flying]
[BA: Synchronize, Early Bird]
[AA: Probability Control, Transporter ]
[HA: Magic Bounce   ]","1: Natu   
2: Xatu Minimum 25     
","Height: 0’ 8”
Weight: 4.4 lbs.","Gender Ratio: 50%
Egg Group: Flying

Average Hatch Rate: 10 Days
 
  
",Herbivore,"Cave
Forest","
Overland 3
Swim 1
Sky 4
Jump 2/2
Power 1
Un-derdog","
Athl 2d6
Acro 2d6+1
Combat 1d6
Stealth 3d6
Per -
cep 3d6+1
Focus 3d6+2"," 1  Leer - Normal
 1  Peck - Flying
 6  Night Shade - Ghost
 9  Teleport - Psychic
 12  Lucky Chant - Normal
 17  Stored Power - Psychic
 20  Ominous Wind - Ghost
 23  Confuse Ray - Ghost
 28  Wish - Normal
 33  Psychic - Psychic
 36  Miracle Eye - Psychic
 39  Psycho Shift - Psychic
 44  Future Sight - Psychic
 47  Guard Swap - Psychic
 47  Power Swap - Psychic
 50  Me First - Normal","  03 Psyshock, 04 Calm Mind, 06 Toxic, 10 
Hidden Power, 11 Sunny Day, 16 Light Screen, 17 
Protect, 18 Rain Dance, 19 Roost, 21 Frustration, 
22 Solar Beam, 27 Return, 29 Psychic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 51 
Steel Wing, 70 Flash, 73 Thunder Wave, 77 Psych Up, 
85 Dream Eater, 86 Grass Knot, 87 Swagger, 88 Sleep 
Talk, 89 U-Turn, 90 Substitute, 92 Trick Room, 99 Dazzling Gleam, 100 Confide    
Egg Move List
 Ally Switch, Drill Peck, Feint Attack, Feather 
Dance, Haze, Psych Up, Quick Attack, Refresh, Roost, Simple Beam, Skill Swap, Steel Wing, Sucker 
Punch, Synchronoise, Zen Headbutt 
  
","
Ally Switch, Air Cutter, Double-Edge, Giga Drain, 
Heat Wave, Magic Coat, Magic Room, Pain Split, 
Ominous Wind, Pluck, Role Play, Roost, Signal 
Beam, Skill Swap, Sky Attack, Silver Wind, Sleep 
Talk, Snore, Sucker Punch, Swift, Tailwind, Telekine-
sis, Trick, Twister, Zen Headbutt  
"
XATU,"HP:   7
Attack:  8
Defense:  7
Special Attack: 10
Special Defense: 7
Speed:   10
","[T: Psychic, Flying]
[BA: Synchronize, Early Bird]
[AA: Probability Control, Transporter ]
[HA: Magic Bounce   ]","1: Natu  
2: Xatu Minimum 25   
","Height: 4’ 11”
Weight: 33.1 lbs.","Gender Ratio: 50%
Egg Group: Flying
",Herbivore,"Cave
Desert
Forest","Overland 6
Swim 2
Sky 8
Jump 4/4
Power 2
Tele-path
Premonition","Athl 2d6
Acro 2d6
Combat 3d6
Stealth 3d6
Percep 5d6+5
Focus 5d6+5"," 6  Night Shade - Ghost
 9  Teleport - Psychic
 12  Lucky Chant - Normal
 17  Stored Power - Psychic
 20  Ominous Wind - Ghost
 23  Confuse Ray - Ghost
 25  Air Slash - Flying
 29  Wish - Normal
 35  Psychic - Psychic
 39  Miracle Eye - Psychic
 43  Psycho Shift - Psychic
 49  Future Sight - Psychic
 53  Guard Swap - Psychic
 53  Power Swap - Psychic
 57  Me First - Normal","  A2 Fly, 03 Psyshock, 04 Calm Mind, 06 Toxic, 
10 Hidden Power, 11 Sunny Day, 15 Hyper Beam, 16 Light Screen, 17 Protect, 18 Rain Dance, 19 Roost, 21 Frustration, 22 Solar Beam, 27 Return, 29 Psy-chic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 40 Aerial Ace, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 51 Steel Wing, 68 Giga Impact, 70 Flash, 73 Thunder Wave, 77 Psych Up, 85 Dream Eater, 86 Grass Knot, 87 Swagger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 92 Trick Room, 99 Dazzling Gleam, 100 Confide  
","
Ally Switch, Air Cutter, Double-Edge, Foul Play, Giga Drain, Heat Wave, Magic Coat, Magic Room, Night Shade (N), Pain Split, Ominous Wind, Pluck, Role Play, Roost, Signal Beam, Silver Wind, Skill Swap, Sky Attack, Sleep Talk, Snore, Steel Wing, Sucker Punch, Swift, Tailwind (N), Telekinesis, Teleport (N), Trick, Twister, Zen Headbutt
"
WOOBAT,"HP:   6
Attack:  5
Defense:  4
Special Attack: 6
Special Defense: 4
Speed:   7
","[T: Psychic, Flying]
[BA: Unaware, Klutz]
[AA: Simple, Celebrate ]
[HA: Sonic Courtship   ]","1: Woobat  
2: Swoobat Minimum 20   
","Height: 1’ 4”
Weight: 4.6 lbs.","Gender Ratio: 50%
Egg Group: Field, Flying
Average Hatch Rate: 10 Days   
",Herbivore,Cave,"Overland 1
Swim 2
Sky 4
Jump 2/2
Power 1
Dark-vision
Tracker
Underdog","
Athl 2d6+1
Acro 3d6+1
Combat 1d6
Stealth 3d6+2
Percep 3d6+1
Focus 3d6+2"," 1  Confusion - Psychic
 4  Odor Sleuth - Normal
 8  Gust - Flying
 12  Assurance - Dark
 15  Heart Stamp - Psychic
 19  Imprison - Psychic
 21  Air Cutter - Flying
 25  Attract - Normal
 29  Amnesia - Psychic
 29  Calm Mind - Psychic
 32  Air Slash - Flying
 36  Future Sight - Psychic
 41  Psychic - Psychic
 47  Endeavor - Normal"," A2 Fly, 03 Psyshock, 04 Calm Mind, 06 Toxic, 
10 Hidden Power, 12 Taunt, 16 Light Screen, 17 Pro-tect, 18 Rain Dance, 19 Roost, 20 Safeguard, 21 Frus-tration, 27 Return, 29 Psychic, 30 Shadow Ball, 32 Double Team, 33 Reflect, 40 Aerial Ace, 41 Torment, 42 Facade, 44 Rest, 45 Attract, 46 Thief, 48 Round, 51 Steel Wing, 53 Energy Ball, 57 Charge Beam, 62 Acrobatics, 63 Embargo, 70 Flash, 73 Thunder Wave, 74 Gyro Ball, 77 Psych Up, 85 Dream Eater, 87 Swag-ger, 88 Sleep Talk, 89 U-Turn, 90 Substitute, 92 Trick Room  
Egg Move List
 Captivate, Charm, Fake Tears, Flatter, Help-
ing Hand, Knock Off, Psycho Shift, Roost, Stored Power, Supersonic, Synchronoise, Venom Drench
"," 
 After Y ou, Endeavor, Giga Drain, Heat Wave, 
Helping Hand, Knock Off, Magic Coat, Pluck, Roost, Signal Beam, Skill Swap, Sleep Talk, Snore, Super Fang, Tailwind, Telekinesis, Trick, Uproar, Zen Head-butt
"
